Client UID,Counsellor,Program Name,Service Location,Assessment Date,Assessment Duration,Language Served,Assessment Type,Format,Setl Asset None,Setl Asset Family,Setl Asset Knowledge Canada,Setl Asset Motivation,Setl Asset Other,Live in Canada Needs,Basic Needs (BN),BN IRCC referral,BN non-IRCC referral ,Family Needs (FN),BN IRCC referral_1,BN non-IRCC referral,Health Needs (HN),HN IRCC referral,HN non-IRCC referral,Housing Needs (HoN),HoN IRCC referral,HoN non-IRCC referral,Knowledge Goverment Services (KGS),KGS IRCC referral,KGS nonIRCC referral,Knowledge Canada (KC),KC IRCC referral,KC nonIRCC referral,Legal Needs (LN),LN IRCC referral,LN non-IRCC referral,Financial Needs (FN),FN IRCC referral,FN non-IRCC referral,Community Knowlede (CK),KN IRCC referral,KN Non-IRCC referral,Networking Needs (NN),NN IRCC referral,NN non-IRCC referral,Racism-Discrimination (RD),RD IRCC referral,RD non-IRCC referral,Language Asset None,Language Asset Sufficient Know. English,Language Asset Sufficient Know. French,Language Asset Other,Language Needs,Official Language Needs (OL),OL_language_en,OL_language_fr,OL IRCC referral,OL non-IRCC referral,Literacy (LI),LI_language_en,LI_language_fr,LI IRCC referral,LI non-IRCC referral,Language For Employemnt (LE),LE_language_en,LE_language_fr,LE IRCC referral,LE non-IRCC referral,Employment Asset Currently employed,Employment Asset Foreign Credential,Employment Asset Knoweldge Labout Market,Employment Asset Post Secondary in Canada,Employment Asset Post Secondary out Canada,Employment Asset Previous Empl. Canada,Employment Asset Taking Training,Employment Asset Work Experience,Employment Asset Other,Employment Needs,Knowledge Labour Market (KLM),KLM IRCC referral,KLM non-IRCC referral,Finding Employment (FE),FE IRCC referral,FE non-IRCC referral,Credentials (CRED),CRED IRCC referral,CRED non-IRCC referral,Education Needs (EDU),EDU non-IRCC referral,EDU IRCC referral,Required Childcare,Required Digital Equip,Required Digital Support,Required Interpretation,Required Short-Term,Required Transportation,Required Translation,data_source_month,de8adb846b68f2e6d78d2fe9d88a3a2a,Birthdate,Gender,Country of Origin,Language,Postal Code,immigration_class,Arrival Date,Landing Date,age,years_in_canada,months_since_landing
2a1184a4d1a98f3296948749b19d0081,Wenxiu,Library Settlement Program,Agincourt Library,2025-06-02,1.0,Mandarin,Initial,In-person,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,2018-10-14,Male,China,Mandarin,L3R6T1,Convention Refugee,2024-04-17,2024-04-17,7.4,1.94,23.3
6364f97f756915fd240d592f01536cba,Sara,Family in Settlement Together,Toronto SIP,2025-06-02,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1964-03-29,Male,Pakistan,Urdu,M1B2Y3,Permanent Resident,2022-04-11,2022-04-11,62.0,3.96,47.5
f6cf5663a31b1a318315c6c2d89420bd,Angela Maria,Orientation - Mississauga,Mississauga,2025-06-02,1.0,Spanish,Initial,In-person,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1989-10-07,Male,Peru,Spanish,L6Y2Y1,Permanent Resident,2022-09-20,2022-09-20,36.5,3.52,42.2
a7ff72f91c755bb337ced5605dce1d25,Angela Maria,Orientation - Mississauga,Mississauga,2025-06-02,1.0,Spanish,Initial,In-person,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1991-11-13,Female,Peru,Spanish,L6Y2Y1,Permanent Resident,2014-05-29,2014-05-29,34.4,11.83,141.9
e460e130cd2cc3eb4cd4d4c2de9e8568,Gurpreet,Orientation - Brampton,Achev - Brampton South,2025-06-02,1.0,Punjabi,Initial,In-person,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Jun,,1996-10-07,Male,India,Punjabi,L6S2Z9,Provincial Nominee,2016-08-18,2022-03-11,29.5,9.6,48.5
0c0e8e74b6e66670a2d65dab9a5bedb3,Maripi,Settlement Integration Place,Toronto SIP,2025-06-03,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1976-12-05,Female,Sri Lanka,,M1J3G3,Refugee Claimant,,2024-05-04,49.3,,22.7
fd7ea4934f95017694ab8c8efaad3ee2,Maripi,Settlement Integration Place,Toronto SIP,2025-06-03,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,2006-09-07,Female,Sri Lanka,,M1J3G3,Refugee Claimant,,2024-05-04,19.6,,22.7
da2691c4554a08749a826cd8066e5c74,Maripi,Settlement Integration Place,Toronto SIP,2025-06-03,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1980-08-30,Male,Philippines,Tagalog,M1J3G3,Provincial Nominee,2022-03-05,2022-03-05,45.6,4.06,48.7
7073b03252b16932eed40b46fe57c4f1,Wenxiu,Library Settlement Program,Agincourt Library,2025-06-03,2.0,Mandarin,Initial,In-person,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,English,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Jun,,1983-08-03,Female,China,Mandarin,M1T2L2,Convention Refugee,2025-05-05,2025-05-05,42.6,0.89,10.7
bed28b091d57e4ea2b49b44895402d5a,Wenxiu,Library Settlement Program,Agincourt Library,2025-06-03,1.0,Mandarin,Initial,In-person,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,2017-05-03,Male,China,Mandarin,M1T2L2,Convention Refugee,2025-05-05,2025-05-05,8.9,0.89,10.7
f425750ccb265cd542759623d7617893,Gurpreet,Orientation - Brampton,Achev - Brampton South,2025-06-02,1.0,Punjabi,Initial,In-person,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Jun,,1955-07-05,Male,India,Punjabi,L7A5L7,Family Sponsorship,2014-01-22,2014-01-22,70.7,12.18,146.1
79c0cde104b69b77bc2f840379cf3f2e,Pratibha,Itinerant Program,Woodside Square Library,2025-06-02,1.0,English,Initial,In-person,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1991-05-02,Female,Bangladesh,Bengali,M1J1G3,Family Sponsorship,2020-03-21,,34.9,6.02,
792b6594f3145ec244844bf8e69620dc,Qudsia,Community Services Program,Toronto SIP,2025-06-02,1.0,English,Initial,Phone-Email,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1992-10-26,Female,Afghanistan,Dari,L4V1A3,Government-Assisted Refugee,2022-03-22,2022-03-22,33.4,4.01,48.2
090f3f4ed48181671ae433c6ed2a3286,Qudsia,Community Services Program,Toronto SIP,2025-06-02,1.0,English,Initial,Phone-Email,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1977-04-04,Female,Nigeria,English,M1B6B3,Canadian Citizen,2017-08-23,2017-08-23,49.0,8.59,103.1
e584ef0e3b6cff016560a14261c50632,Daljeet,Orientation - Brampton,Brampton,2025-06-04,1.0,English,,Online,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1999-02-18,Female,India,Telugu,L6V2P4,Family Sponsorship,2024-04-28,2024-04-28,27.1,1.91,22.9
3fd94522783352493ca7e786f80c9d65,Qudsia,Community Services Program,Toronto SIP,2025-06-04,1.0,English,Initial,Phone-Email,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1988-08-30,Female,Afghanistan,Dari,M3C1B5,Government-Assisted Refugee,2022-03-23,2022-03-23,37.6,4.01,48.1
3a60fcd8a2226cb4b32a8d5e445a051a,Gurpreet,Orientation - Brampton,Brampton,2025-06-03,1.0,English,Initial,In-person,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Jun,,1995-10-17,Female,Jamaica,English,L7A3L6,Caregiver Pathway,2021-06-18,2023-04-12,30.4,4.77,35.5
dbe532971cbab3e37ea874df0075e409,Gurpreet,Orientation - Brampton,Achev - Brampton South,2025-06-02,1.0,Punjabi,Initial,In-person,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Jun,,1937-04-07,Female,India,Punjabi,L6Y4T4,Family Sponsorship,2017-02-25,2017-02-25,89.0,9.08,109.0
48709da88b6fb75594b40782617acaf0,Qudsia,Community Services Program,Toronto SIP,2025-06-02,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1992-12-30,Female,Ethiopia,English,M1E2P4,Protected Person,,,33.2,,
885c59136448a9c6087d0190c6ad39f7,Wenxiu,Library Settlement Program,Agincourt Library,2025-06-04,1.5,English,Initial,In-person,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,2000-01-20,Male,China,Mandarin,M1T3N6,Federal Skilled Worker,2002-06-13,2002-06-13,26.2,23.79,285.4
cbfb47f97d0ac5f1c22ba02061406a84,Qudsia,CCAT - Settlement (Toronto),Toronto SIP,2025-06-03,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1982-05-10,Male,Bangladesh,Bengali,M1L0H4,Refugee Claimant,,,43.9,,
9c7012c6da45fc8b932891e38c2b9089,Qudsia,CCAT - Settlement (Toronto),Toronto SIP,2025-06-03,1.0,English,Initial,In-person,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,English,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1986-09-22,Female,Bangladesh,Bengali,M1L0H4,Refugee Claimant,,,39.5,,
9f55c9dc4e3d1c74655af2ecbebad3b4,Wenxiu,Library Settlement Program,Toronto SIP,2025-06-04,1.0,English,Initial,In-person,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1968-09-05,Female,Hong Kong,Cantonese,L1K2N3,Federal Skilled Worker,2024-07-09,2024-07-09,57.6,1.71,20.6
5c4861532efac4ab560eb6949a33a859,Wenxiu,Library Settlement Program,Agincourt Library,2025-06-04,1.5,English,Initial,In-person,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1996-08-17,Female,Hong Kong,Cantonese,M1T3N6,Federal Skilled Worker,,,29.6,,
1e783ac267ee50e60a29d2f31015f849,Maripi,Settlement Integration Place,Toronto SIP,2025-06-04,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun,,1985-11-21,Male,Sierra Leone,English,M1J2M1,Privately Sponsored Refugee,2024-06-02,2024-06-02,40.3,1.82,21.8
5a6398a8fbebfd5d1334bd1a5c900b58,Maripi,Settlement Integration Place,Toronto SIP,2025-06-04,1.0,English,Initial,In-person,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Jun,,1984-03-26,Female,Sierra Leone,English,M1J2M1,Privately Sponsored Refugee,2024-06-02,2024-06-02,42.0,1.82,21.8
3ab07bd0fb991f4a2f915460d01dba56,Daljeet,Orientation - Brampton,Brampton,2025-06-02,1.0,Punjabi,,In-person,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Jun,,1948-03-21,Male,India,Punjabi,L6S2W8,Family Sponsorship,2021-09-01,2021-09-01,78.0,4.57,54.8
